year,topic,mean_prevalence,n_documents,short_label,prevalence_smooth
1984,1,6.266289264843776e-5,1,T1: clades / taxonomy / ecology,0.06871645556647796
1985,1,0,0,T1: clades / taxonomy / ecology,2.4023207587963108e-4
1986,1,6.580333349904555e-4,3,T1: clades / taxonomy / ecology,7.599335209180103e-4
1987,1,0.0016217672277635757,3,T1: clades / taxonomy / ecology,0.0016439624095558047
1988,1,0.002652086665913383,1,T1: clades / taxonomy / ecology,0.001442849882171457
1989,1,5.4695752837412274e-5,1,T1: clades / taxonomy / ecology,9.070719786980656e-4
1990,1,1.4433517343401637e-5,1,T1: clades / taxonomy / ecology,2.913691723037733e-5
1991,1,1.8281481510318088e-5,4,T1: clades / taxonomy / ecology,3.9470898518821786e-4
1992,1,0.001151411956710934,3,T1: clades / taxonomy / ecology,3.8989781274041734e-4
1993,1,0,0,T1: clades / taxonomy / ecology,5.749595717088388e-4
1994,1,5.734667584155825e-4,2,T1: clades / taxonomy / ecology,4.2827580683760415e-4
1995,1,7.1136066209723e-4,4,T1: clades / taxonomy / ecology,4.2827580683760415e-4
1996,1,0,0,T1: clades / taxonomy / ecology,6.832584390819124e-4
1997,1,0.001338414655148507,2,T1: clades / taxonomy / ecology,0.002591156916230972
1998,1,0.006435056093544409,2,T1: clades / taxonomy / ecology,0.005290495466629106
1999,1,0.008098015651194404,2,T1: clades / taxonomy / ecology,0.005134652746678841
2000,1,8.708864952977104e-4,3,T1: clades / taxonomy / ecology,0.015188957761761808
2001,1,0.03659797113879331,3,T1: clades / taxonomy / ecology,0.013678528702697432
2002,1,0.0035667284740012765,3,T1: clades / taxonomy / ecology,0.10455005994818378
2003,1,0.2734854802317568,3,T1: clades / taxonomy / ecology,0.1071148234510562
2004,1,0.04429226164741058,6,T1: clades / taxonomy / ecology,0.11316954809684535
2005,1,0.021730902411368675,7,T1: clades / taxonomy / ecology,0.05249855558485237
2006,1,0.09147250269577785,9,T1: clades / taxonomy / ecology,0.0857369176738895
2007,1,0.14400734791452197,8,T1: clades / taxonomy / ecology,0.11651675968686706
2008,1,0.11407042845030141,9,T1: clades / taxonomy / ecology,0.10539785885731381
2009,1,0.05811580020711809,15,T1: clades / taxonomy / ecology,0.1271136569918907
2010,1,0.2091547423182526,17,T1: clades / taxonomy / ecology,0.09403780323354743
2011,1,0.01484286717527164,11,T1: clades / taxonomy / ecology,0.09659895160789829
2012,1,0.06579924533017066,13,T1: clades / taxonomy / ecology,0.05632772250160909
2013,1,0.08834105499938498,15,T1: clades / taxonomy / ecology,0.07531243077854695
2014,1,0.07179699200608525,16,T1: clades / taxonomy / ecology,0.05438489086236314
2015,1,0.0030166255816192074,5,T1: clades / taxonomy / ecology,0.04187228064404607
2016,1,0.05080322434443376,10,T1: clades / taxonomy / ecology,0.04120312719665911
2017,1,0.06978953166392438,12,T1: clades / taxonomy / ecology,0.04812118828311838
2018,1,0.023770808840996995,16,T1: clades / taxonomy / ecology,0.04162448213397924
2019,1,0.03131310589701636,16,T1: clades / taxonomy / ecology,0.03455660376945741
2020,1,0.048585896570358895,16,T1: clades / taxonomy / ecology,0.05179124016876303
2021,1,0.07547471803891384,26,T1: clades / taxonomy / ecology,0.06821221058753814
2022,1,0.0805760171533417,23,T1: clades / taxonomy / ecology,0.07061978335584544
2023,1,0.055808614875280806,31,T1: clades / taxonomy / ecology,0.07875228034183021
2024,1,0.09987220899686812,21,T1: clades / taxonomy / ecology,0.08976288152608784
2025,1,0.11360782070611462,39,T1: clades / taxonomy / ecology,0.1465461776135155
2026,1,0.22615850313756378,11,T1: clades / taxonomy / ecology,0.22615850313756378
1950,2,0.0033261175261101975,2,T2: lactic / lab / probiotic,0.0033261175261101975
1951,2,0,0,T2: lactic / lab / probiotic,0.0011087058420367324
1952,2,0,0,T2: lactic / lab / probiotic,0
1953,2,0,0,T2: lactic / lab / probiotic,0
1954,2,0,0,T2: lactic / lab / probiotic,0
1955,2,0,0,T2: lactic / lab / probiotic,0
1956,2,0,0,T2: lactic / lab / probiotic,0
1957,2,0,0,T2: lactic / lab / probiotic,0
1958,2,0,0,T2: lactic / lab / probiotic,0
1959,2,0,0,T2: lactic / lab / probiotic,0
1960,2,0,0,T2: lactic / lab / probiotic,0
1961,2,0,0,T2: lactic / lab / probiotic,0
1962,2,0,0,T2: lactic / lab / probiotic,0
1963,2,0,0,T2: lactic / lab / probiotic,0
1964,2,0,0,T2: lactic / lab / probiotic,0
1965,2,0,0,T2: lactic / lab / probiotic,4.108375301151259e-4
1966,2,0.0012325125903453777,1,T2: lactic / lab / probiotic,4.108375301151259e-4
1967,2,0,0,T2: lactic / lab / probiotic,4.108375301151259e-4
1968,2,0,0,T2: lactic / lab / probiotic,0.02788530436329987
1969,2,0.08365591308989961,3,T2: lactic / lab / probiotic,0.15945829021722485
1970,2,0.394718957561775,1,T2: lactic / lab / probiotic,0.15945829021722485
1971,2,0,0,T2: lactic / lab / probiotic,0.17079185865473828
1972,2,0.11765661840243985,2,T2: lactic / lab / probiotic,0.03921887280081328
1973,2,0,0,T2: lactic / lab / probiotic,0.03962542762791204
1974,2,0.0012196644812962811,1,T2: lactic / lab / probiotic,0.005576813920934272
1975,2,0.015510777281506537,2,T2: lactic / lab / probiotic,0.007253880042457152
1976,2,0.005031198364568641,1,T2: lactic / lab / probiotic,0.006847325215358392
1977,2,0,0,T2: lactic / lab / probiotic,0.0016770661215228801
1978,2,0,0,T2: lactic / lab / probiotic,0.003307385927049721
1979,2,0.009922157781149164,2,T2: lactic / lab / probiotic,0.003307385927049721
1980,2,0,0,T2: lactic / lab / probiotic,0.003307385927049721
1981,2,0,0,T2: lactic / lab / probiotic,0
1982,2,0,0,T2: lactic / lab / probiotic,0.0035737458478151277
1983,2,0.010721237543445384,2,T2: lactic / lab / probiotic,0.004111264755824077
1984,2,0.0016125567240268478,1,T2: lactic / lab / probiotic,0.004111264755824077
1985,2,0,0,T2: lactic / lab / probiotic,0.001775922626160184
1986,2,0.0037152111544537037,3,T2: lactic / lab / probiotic,0.002577837765818736
1987,2,0.004018302143002505,3,T2: lactic / lab / probiotic,0.004842782718861323
1988,2,0.006794834859127763,1,T2: lactic / lab / probiotic,0.004011647040404532
1989,2,0.0012218041190833284,1,T2: lactic / lab / probiotic,0.002866139855069876
1990,2,5.817805869985373e-4,1,T2: lactic / lab / probiotic,7.799851281362836e-4
1991,2,5.363706783269851e-4,4,T2: lactic / lab / probiotic,0.0019874981902378588
1992,2,0.0048443433053880535,3,T2: lactic / lab / probiotic,0.001793571327905013
1993,2,0,0,T2: lactic / lab / probiotic,0.055562831478920084
1994,2,0.1618441511313722,2,T2: lactic / lab / probiotic,0.054192273099677175
1995,2,7.326681676593176e-4,4,T2: lactic / lab / probiotic,0.054192273099677175
1996,2,0,0,T2: lactic / lab / probiotic,0.043242807391874964
1997,2,0.1289957540079656,2,T2: lactic / lab / probiotic,0.043044564091963534
1998,2,1.3793826792501913e-4,2,T2: lactic / lab / probiotic,0.04315520833851208
1999,2,3.319327396456295e-4,2,T2: lactic / lab / probiotic,2.760989917087597e-4
2000,2,3.5842596755563056e-4,3,T2: lactic / lab / probiotic,5.398194033800979e-4
2001,2,9.290995029390334e-4,3,T2: lactic / lab / probiotic,6.414944182630582e-4
2002,2,6.36957784294511e-4,3,T2: lactic / lab / probiotic,0.09642646468300323
2003,2,0.2877133367617762,3,T2: lactic / lab / probiotic,0.0962653424163056
2004,2,4.4573270284611866e-4,6,T2: lactic / lab / probiotic,0.09614477624018342
2005,2,2.752592559279822e-4,7,T2: lactic / lab / probiotic,4.326419547612455e-4
2006,2,5.769339055096357e-4,9,T2: lactic / lab / probiotic,3.4267434648750563e-4
2007,2,1.758298780248991e-4,8,T2: lactic / lab / probiotic,3.5553841054337135e-4
2008,2,3.138514480955793e-4,9,T2: lactic / lab / probiotic,1.922432375333743e-4
2009,2,8.704838647964452e-5,15,T2: lactic / lab / probiotic,1.7625712566881607e-4
2010,2,1.278715424312244e-4,17,T2: lactic / lab / probiotic,1.5955514520028417e-4
2011,2,2.6374550668998355e-4,11,T2: lactic / lab / probiotic,3.126906308042095e-4
2012,2,5.464548432914207e-4,13,T2: lactic / lab / probiotic,0.011582843861593847
2013,2,0.03393833123480014,15,T2: lactic / lab / probiotic,0.017096077542253823
2014,2,0.01680344654866991,16,T2: lactic / lab / probiotic,0.017392310275665294
2015,2,0.0014351530435258385,5,T2: lactic / lab / probiotic,0.0335522565707334
2016,2,0.08241817012000446,10,T2: lactic / lab / probiotic,0.02849325837658388
2017,2,0.0016264519662213428,12,T2: lactic / lab / probiotic,0.0734671476942406
2018,2,0.13635682099649601,16,T2: lactic / lab / probiotic,0.08877982993376504
2019,2,0.1283562168385778,16,T2: lactic / lab / probiotic,0.13762086339388688
2020,2,0.14814955234658683,16,T2: lactic / lab / probiotic,0.10590611224119839
2021,2,0.041212567538430576,26,T2: lactic / lab / probiotic,0.13682086783551994
2022,2,0.22110048362154247,23,T2: lactic / lab / probiotic,0.13861406493712372
2023,2,0.15352914365139816,31,T2: lactic / lab / probiotic,0.16970052085388188
2024,2,0.13447193528870502,21,T2: lactic / lab / probiotic,0.13474358825047575
2025,2,0.11622968581132406,39,T2: lactic / lab / probiotic,0.1267732072819946
2026,2,0.12961800074595473,11,T2: lactic / lab / probiotic,0.12961800074595473
1950,3,0.0026778973523856418,2,T3: production / virus / viruses,0.0026778973523856418
1951,3,0,0,T3: production / virus / viruses,8.926324507952138e-4
1952,3,0,0,T3: production / virus / viruses,0
1953,3,0,0,T3: production / virus / viruses,0
1954,3,0,0,T3: production / virus / viruses,0
1955,3,0,0,T3: production / virus / viruses,0
1956,3,0,0,T3: production / virus / viruses,0
1957,3,0,0,T3: production / virus / viruses,0
1958,3,0,0,T3: production / virus / viruses,0
1959,3,0,0,T3: production / virus / viruses,0
1960,3,0,0,T3: production / virus / viruses,0
1961,3,0,0,T3: production / virus / viruses,0
1962,3,0,0,T3: production / virus / viruses,0
1963,3,0,0,T3: production / virus / viruses,0
1964,3,0,0,T3: production / virus / viruses,0
1965,3,0,0,T3: production / virus / viruses,0.0011534604255394713
1966,3,0.003460381276618414,1,T3: production / virus / viruses,0.0011534604255394713
1967,3,0,0,T3: production / virus / viruses,0.0011534604255394713
1968,3,0,0,T3: production / virus / viruses,0.0038885021747787096
1969,3,0.01166550652433613,3,T3: production / virus / viruses,0.013744577172165734
1970,3,0.029568224992161076,1,T3: production / virus / viruses,0.013744577172165734
1971,3,0,0,T3: production / virus / viruses,0.027821965068676346
1972,3,0.05389767021386796,2,T3: production / virus / viruses,0.01796589007128932
1973,3,0,0,T3: production / virus / viruses,0.019183893160664153
1974,3,0.003654009268124499,1,T3: production / virus / viruses,0.05350388154441359
1975,3,0.15685763536511627,2,T3: production / virus / viruses,0.07924312918522176
1976,3,0.07721774292242453,1,T3: production / virus / viruses,0.07802512609584693
1977,3,0,0,T3: production / virus / viruses,0.025739247640808177
1978,3,0,0,T3: production / virus / viruses,0.022603811534971978
1979,3,0.06781143460491594,2,T3: production / virus / viruses,0.022603811534971978
1980,3,0,0,T3: production / virus / viruses,0.022603811534971978
1981,3,0,0,T3: production / virus / viruses,0
1982,3,0,0,T3: production / virus / viruses,0.027829336841885273
1983,3,0.08348801052565583,2,T3: production / virus / viruses,0.02911357547401031
1984,3,0.003852715896375103,1,T3: production / virus / viruses,0.02911357547401031
1985,3,0,0,T3: production / virus / viruses,0.10777459216497273
1986,3,0.3194710605985431,3,T3: production / virus / viruses,0.16628229500478486
1987,3,0.17937582441581154,3,T3: production / virus / viruses,0.17240271610505767
1988,3,0.018361263300818415,1,T3: production / virus / viruses,0.06682006889501577
1989,3,0.0027231189684173737,1,T3: production / virus / viruses,0.007334415824989827
1990,3,9.188652057336926e-4,1,T3: production / virus / viruses,0.0015282393050881891
1991,3,9.427337411135014e-4,4,T3: production / virus / viruses,0.004080143433711865
1992,3,0.010378831354288402,3,T3: production / virus / viruses,0.003773855031800634
1993,3,0,0,T3: production / virus / viruses,0.007195675487101695
1994,3,0.011208195107016684,2,T3: production / virus / viruses,0.11964592529303779
1995,3,0.3477295807720967,4,T3: production / virus / viruses,0.11964592529303779
1996,3,0,0,T3: production / virus / viruses,0.1435053006408713
1997,3,0.08278632115051726,2,T3: production / virus / viruses,0.029495219250098646
1998,3,0.005699336599778677,2,T3: production / virus / viruses,0.031930838151202685
1999,3,0.0073068567033121225,2,T3: production / virus / viruses,0.00510489321239883
2000,3,0.002308486334105693,3,T3: production / virus / viruses,0.014842791107464035
2001,3,0.03491303028497429,3,T3: production / virus / viruses,0.013267043300772436
2002,3,0.002579613283237325,3,T3: production / virus / viruses,0.013105202590000907
2003,3,0.001822964201791108,3,T3: production / virus / viruses,0.009105172042140808
2004,3,0.022912938641393994,6,T3: production / virus / viruses,0.008488237611487263
2005,3,7.288099912766867e-4,7,T3: production / virus / viruses,0.009246556180267502
2006,3,0.004097919908131826,9,T3: production / virus / viruses,0.0020707955725664073
2007,3,0.0013856568182907091,8,T3: production / virus / viruses,0.0021632838082706793
2008,3,0.0010062746983895028,9,T3: production / virus / viruses,0.002630845924794187
2009,3,0.00550060625770235,15,T3: production / virus / viruses,0.0036047154765155116
2010,3,0.004307265473454683,17,T3: production / virus / viruses,0.004790987542689822
2011,3,0.004565090896912434,11,T3: production / virus / viruses,0.015079924064307094
2012,3,0.03636741582255417,13,T3: production / virus / viruses,0.01924934726885173
2013,3,0.016815535087088582,15,T3: production / virus / viruses,0.021074497783298354
2014,3,0.01004054244025231,16,T3: production / virus / viruses,0.07573028936514432
2015,3,0.2003347905680921,5,T3: production / virus / viruses,0.07602314052257776
2016,3,0.017694088559388876,10,T3: production / virus / viruses,0.0910972894730716
2017,3,0.05526298929173381,12,T3: production / virus / viruses,0.03951263620608757
2018,3,0.04558083076714004,16,T3: production / virus / viruses,0.07626096688578879
2019,3,0.12793908059849252,16,T3: production / virus / viruses,0.08613106144845917
2020,3,0.08487327297974497,16,T3: production / virus / viruses,0.10522053885206513
2021,3,0.10284926297795793,26,T3: production / virus / viruses,0.08303329212968064
2022,3,0.06137734043133903,23,T3: production / virus / viruses,0.10951578044779474
2023,3,0.16432073793408727,31,T3: production / virus / viruses,0.15153719309754946
2024,3,0.22891350092722204,21,T3: production / virus / viruses,0.1609326920428238
2025,3,0.08956383726716208,39,T3: production / virus / viruses,0.13381631400284247
2026,3,0.08297160381414329,11,T3: production / virus / viruses,0.08297160381414329
1950,4,0.0028194454011752396,2,T4: mitogenome / rearrangement / complete,0.0028194454011752396
1951,4,0,0,T4: mitogenome / rearrangement / complete,9.398151337250798e-4
1952,4,0,0,T4: mitogenome / rearrangement / complete,0
1953,4,0,0,T4: mitogenome / rearrangement / complete,0
1954,4,0,0,T4: mitogenome / rearrangement / complete,0
1955,4,0,0,T4: mitogenome / rearrangement / complete,0
1956,4,0,0,T4: mitogenome / rearrangement / complete,0
1957,4,0,0,T4: mitogenome / rearrangement / complete,0
1958,4,0,0,T4: mitogenome / rearrangement / complete,0
1959,4,0,0,T4: mitogenome / rearrangement / complete,0
1960,4,0,0,T4: mitogenome / rearrangement / complete,0
1961,4,0,0,T4: mitogenome / rearrangement / complete,0
1962,4,0,0,T4: mitogenome / rearrangement / complete,0
1963,4,0,0,T4: mitogenome / rearrangement / complete,0
1964,4,0,0,T4: mitogenome / rearrangement / complete,0
1965,4,0,0,T4: mitogenome / rearrangement / complete,5.285282844678477e-4
1966,4,0.0015855848534035433,1,T4: mitogenome / rearrangement / complete,5.285282844678477e-4
1967,4,0,0,T4: mitogenome / rearrangement / complete,5.285282844678477e-4
1968,4,0,0,T4: mitogenome / rearrangement / complete,2.2602127842253006e-4
1969,4,6.780638352675902e-4,3,T4: mitogenome / rearrangement / complete,0.0015901789163106116
1970,4,0.004092472913664245,1,T4: mitogenome / rearrangement / complete,0.0015901789163106116
1971,4,0,0,T4: mitogenome / rearrangement / complete,0.0021483652849748586
1972,4,0.002352622941260331,2,T4: mitogenome / rearrangement / complete,7.842076470867769e-4
1973,4,0,0,T4: mitogenome / rearrangement / complete,9.230021805174551e-4
1974,4,4.163836002920345e-4,1,T4: mitogenome / rearrangement / complete,7.47625787362308e-4
1975,4,0.0018264937617948898,2,T4: mitogenome / rearrangement / complete,9.319410571624058e-4
1976,4,5.529458094002933e-4,1,T4: mitogenome / rearrangement / complete,7.931465237317277e-4
1977,4,0,0,T4: mitogenome / rearrangement / complete,1.8431526980009776e-4
1978,4,0,0,T4: mitogenome / rearrangement / complete,0.0011299085986861829
1979,4,0.0033897257960585486,2,T4: mitogenome / rearrangement / complete,0.0011299085986861829
1980,4,0,0,T4: mitogenome / rearrangement / complete,0.0011299085986861829
1981,4,0,0,T4: mitogenome / rearrangement / complete,0
1982,4,0,0,T4: mitogenome / rearrangement / complete,0.0029564879945510433
1983,4,0.00886946398365313,2,T4: mitogenome / rearrangement / complete,0.0029731752101196498
1984,4,5.0061646705819823e-5,1,T4: mitogenome / rearrangement / complete,0.0029731752101196498
1985,4,0,0,T4: mitogenome / rearrangement / complete,7.757302805452128e-5
1986,4,1.8265743745774404e-4,3,T4: mitogenome / rearrangement / complete,2.2538872824693008e-4
1987,4,4.935087472830462e-4,3,T4: mitogenome / rearrangement / complete,0.001136022139219763
1988,4,0.0027319002329184994,1,T4: mitogenome / rearrangement / complete,0.0010965614468354508
1989,4,6.427536030480727e-5,1,T4: mitogenome / rearrangement / complete,9.3787065135301e-4
1990,4,1.7436360835723514e-5,1,T4: mitogenome / rearrangement / complete,3.4113973608039726e-5
1991,4,2.0630199683588394e-5,4,T4: mitogenome / rearrangement / complete,0.021053754998130236
1992,4,0.06312319843387139,3,T4: mitogenome / rearrangement / complete,0.02104794287785166
1993,4,0,0,T4: mitogenome / rearrangement / complete,0.02297800288574144
1994,4,0.005810810223352936,2,T4: mitogenome / rearrangement / complete,0.0020049054954697377
1995,4,2.0390626305627753e-4,4,T4: mitogenome / rearrangement / complete,0.0020049054954697377
1996,4,0,0,T4: mitogenome / rearrangement / complete,0.002277065481768648
1997,4,0.006627290182249667,2,T4: mitogenome / rearrangement / complete,0.03833417371282627
1998,4,0.10837523095622914,2,T4: mitogenome / rearrangement / complete,0.06262777716321144
1999,4,0.07288081035115554,2,T4: mitogenome / rearrangement / complete,0.06055382566884372
2000,4,4.054356991464849e-4,3,T4: mitogenome / rearrangement / complete,0.03760797984837645
2001,4,0.039537693494827345,3,T4: mitogenome / rearrangement / complete,0.035556279174728755
2002,4,0.06672570833021245,3,T4: mitogenome / rearrangement / complete,0.03735372853876722
2003,4,0.005797783791261882,3,T4: mitogenome / rearrangement / complete,0.02931487877323608
2004,4,0.015421144198233908,6,T4: mitogenome / rearrangement / complete,0.013385341132097408
2005,4,0.018937095406796434,7,T4: mitogenome / rearrangement / complete,0.04894633237266379
2006,4,0.11248075751296104,9,T4: mitogenome / rearrangement / complete,0.04766095746884175
2007,4,0.011565019486767782,8,T4: mitogenome / rearrangement / complete,0.08070684649560408
2008,4,0.11807476248708344,9,T4: mitogenome / rearrangement / complete,0.0439946705375259
2009,4,0.0023442296387264946,15,T4: mitogenome / rearrangement / complete,0.04229533367976303
2010,4,0.006467008913479156,17,T4: mitogenome / rearrangement / complete,0.005865475724510322
2011,4,0.008785188621325317,11,T4: mitogenome / rearrangement / complete,0.011539515629661067
2012,4,0.01936634935417873,13,T4: mitogenome / rearrangement / complete,0.03162859334547602
2013,4,0.066734242060924015,15,T4: mitogenome / rearrangement / complete,0.05169127568600702
2014,4,0.06897323564291831,16,T4: mitogenome / rearrangement / complete,0.04554190126455428
2015,4,9.182260898205277e-4,5,T4: mitogenome / rearrangement / complete,0.07022541304525623
2016,4,0.14078477740302986,10,T4: mitogenome / rearrangement / complete,0.049227295341934124
2017,4,0.00597888253295199,12,T4: mitogenome / rearrangement / complete,0.050735615704572704
2018,4,0.005443187177736277,16,T4: mitogenome / rearrangement / complete,0.03587620725826239
2019,4,0.09620655206409891,16,T4: mitogenome / rearrangement / complete,0.08875941506597998
2020,4,0.16462850595610476,16,T4: mitogenome / rearrangement / complete,0.10863412508414295
2021,4,0.06506731723222521,26,T4: mitogenome / rearrangement / complete,0.09798659089138247
2022,4,0.06426394948581744,23,T4: mitogenome / rearrangement / complete,0.07728896616315592
2023,4,0.10253563177142513,31,T4: mitogenome / rearrangement / complete,0.10565681053880542
2024,4,0.15017085035917366,21,T4: mitogenome / rearrangement / complete,0.13837900242054305
2025,4,0.16243052513103037,39,T4: mitogenome / rearrangement / complete,0.17192044985026295
2026,4,0.20315997406058486,11,T4: mitogenome / rearrangement / complete,0.20315997406058486
1950,5,0.03322020868639382,2,T5: heterochromatin / karyotype / cytogenetic,0.03322020868639382
1951,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0.011073402895464605
1952,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0
1953,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0
1954,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0
1955,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0
1956,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0
1957,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0
1958,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0
1959,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0
1960,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0
1961,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0
1962,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0
1963,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0
1964,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0
1965,5,0,0,T5: heterochromatin / karyotype / cytogenetic,6.576068538496401e-4
1966,5,0.0019728205615489203,1,T5: heterochromatin / karyotype / cytogenetic,6.576068538496401e-4
1967,5,0,0,T5: heterochromatin / karyotype / cytogenetic,6.576068538496401e-4
1968,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0.010850696201829286
1969,5,0.03255208860548786,3,T5: heterochromatin / karyotype / cytogenetic,0.018616416796447117
1970,5,0.023297161783853493,1,T5: heterochromatin / karyotype / cytogenetic,0.018616416796447117
1971,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0.026069907622890628
1972,5,0.054912561084818394,2,T5: heterochromatin / karyotype / cytogenetic,0.018304187028272797
1973,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0.018936279884446062
1974,5,0.0018962785685197967,1,T5: heterochromatin / karyotype / cytogenetic,0.0018068116870664853
1975,5,0.003524156492679659,2,T5: heterochromatin / karyotype / cytogenetic,0.0035939621871966736
1976,5,0.005361451500390566,1,T5: heterochromatin / karyotype / cytogenetic,0.002961869331023408
1977,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0.0017871505001301887
1978,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0.08641505713153244
1979,5,0.25924517139459735,2,T5: heterochromatin / karyotype / cytogenetic,0.08641505713153244
1980,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0.08641505713153244
1981,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0
1982,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0.032312158177711645
1983,5,0.09693647453313495,2,T5: heterochromatin / karyotype / cytogenetic,0.03398599415061796
1984,5,0.005021507918718943,1,T5: heterochromatin / karyotype / cytogenetic,0.03398599415061796
1985,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0.0031342417603559603
1986,5,0.004381217362348939,3,T5: heterochromatin / karyotype / cytogenetic,0.0026031670969542246
1987,5,0.0034282839285137354,3,T5: heterochromatin / karyotype / cytogenetic,0.27819520264215364
1988,5,0.8267761066355983,1,T5: heterochromatin / karyotype / cytogenetic,0.27893215362620577
1989,5,0.006592070314505227,1,T5: heterochromatin / karyotype / cytogenetic,0.2788337028737913
1990,5,0.003132931671270429,1,T5: heterochromatin / karyotype / cytogenetic,0.004433067543519288
1991,5,0.0035742006447822094,4,T5: heterochromatin / karyotype / cytogenetic,0.10828327938355614
1992,5,0.3181427058346158,3,T5: heterochromatin / karyotype / cytogenetic,0.107238968826466
1993,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0.10719292665905546
1994,5,0.0034360741425505823,2,T5: heterochromatin / karyotype / cytogenetic,0.0017143178835429729
1995,5,0.001706879508078337,4,T5: heterochromatin / karyotype / cytogenetic,0.0017143178835429729
1996,5,0,0,T5: heterochromatin / karyotype / cytogenetic,0.13362837220239343
1997,5,0.399178237099102,2,T5: heterochromatin / karyotype / cytogenetic,0.29785198886304887
1998,5,0.4943777294900447,2,T5: heterochromatin / karyotype / cytogenetic,0.4632342822079315
1999,5,0.49614688003464796,2,T5: heterochromatin / karyotype / cytogenetic,0.33176082841682975
2000,5,0.004757875725796604,3,T5: heterochromatin / karyotype / cytogenetic,0.1853510778786541
2001,5,0.055148477875517785,3,T5: heterochromatin / karyotype / cytogenetic,0.13587041771960434
2002,5,0.34770489955749867,3,T5: heterochromatin / karyotype / cytogenetic,0.25796531476775353
2003,5,0.3710425668702442,3,T5: heterochromatin / karyotype / cytogenetic,0.25692073736830634
2004,5,0.05201474567717613,6,T5: heterochromatin / karyotype / cytogenetic,0.23722910198021785
2005,5,0.2886299933932333,7,T5: heterochromatin / karyotype / cytogenetic,0.12459073901088115
2006,5,0.033127477962234066,9,T5: heterochromatin / karyotype / cytogenetic,0.12417217061468537
2007,5,0.05075904048858876,8,T5: heterochromatin / karyotype / cytogenetic,0.08370058707513217
2008,5,0.1672152427745737,9,T5: heterochromatin / karyotype / cytogenetic,0.11206901643912248
2009,5,0.11823276605420498,15,T5: heterochromatin / karyotype / cytogenetic,0.14611468837993688
2010,5,0.152896056311032,17,T5: heterochromatin / karyotype / cytogenetic,0.17676653613662563
2011,5,0.25917078604464,11,T5: heterochromatin / karyotype / cytogenetic,0.14595948474666923
2012,5,0.025811611884335738,13,T5: heterochromatin / karyotype / cytogenetic,0.1640813802766554
2013,5,0.20726174290099048,15,T5: heterochromatin / karyotype / cytogenetic,0.12311164952341117
2014,5,0.1362615937849073,16,T5: heterochromatin / karyotype / cytogenetic,0.11486399914549013
2015,5,0.0010686607505726324,5,T5: heterochromatin / karyotype / cytogenetic,0.0480105869728745
2016,5,0.006701506383143565,10,T5: heterochromatin / karyotype / cytogenetic,0.017193018346718002
2017,5,0.04380888790643781,12,T5: heterochromatin / karyotype / cytogenetic,0.09930649576357187
2018,5,0.24740909300113426,16,T5: heterochromatin / karyotype / cytogenetic,0.15198609664085172
2019,5,0.1647403090149831,16,T5: heterochromatin / karyotype / cytogenetic,0.21644104740915102
2020,5,0.23717374021133564,16,T5: heterochromatin / karyotype / cytogenetic,0.23176942347228055
2021,5,0.2933942211905229,26,T5: heterochromatin / karyotype / cytogenetic,0.2015426902350842
2022,5,0.0740601093033941,23,T5: heterochromatin / karyotype / cytogenetic,0.1579462894998152
2023,5,0.10638453800552862,31,T5: heterochromatin / karyotype / cytogenetic,0.07669452386435904
2024,5,0.04963892428415441,21,T5: heterochromatin / karyotype / cytogenetic,0.07324836249574188
2025,5,0.0637216251975426,39,T5: heterochromatin / karyotype / cytogenetic,0.06641159836596092
2026,5,0.08587424561618576,11,T5: heterochromatin / karyotype / cytogenetic,0.08587424561618576
1950,6,0.0018091030158651432,2,T6: numts / restriction / coi,0.0018091030158651432
1951,6,0,0,T6: numts / restriction / coi,6.030343386217143e-4
1952,6,0,0,T6: numts / restriction / coi,0
1953,6,0,0,T6: numts / restriction / coi,0
1954,6,0,0,T6: numts / restriction / coi,0
1955,6,0,0,T6: numts / restriction / coi,0
1956,6,0,0,T6: numts / restriction / coi,0
1957,6,0,0,T6: numts / restriction / coi,0
1958,6,0,0,T6: numts / restriction / coi,0
1959,6,0,0,T6: numts / restriction / coi,0
