K,exclus,semcoh,heldout,residual,bound,lbound,em.its,score_semcoh,score_exclusivity,score_heldout,score_residual,score_bound,composite_score,composite_rank,selected_for_final_model,selected_by_composite_score
10,9.409477858244394,-65.11966335368575,-6.49928753485393,1.4469322720615871,-234115.58561250166,-234100.4811999286,83,0.5,0.5,0.5,0.5,0.5,0.5,1,TRUE,TRUE
